VIDEO_ID	VIEWS	RATE	RATINGS	COMMENTS
cmGAjA-yTtM	762	4.67	3	2
ZzUXvMtWePU	447	5	2	0
oAMy-dy4934	49	5	1	2
RW2KDC_8f80	500	4.5	2	1
B_7aHyn1imY	163	5	2	7
cJsBFGI7aLw	29	0	0	0
u5lFzAlVWKI	115	0	0	0
kYlL1XTWmkA	13	0	0	0
lD6r0s5HB0A	27	0	0	0
6rg4UWS4ly0	129	4	4	4
Y1cC_Zhdn4k	286	5	3	5
WURw5GY7TwI	4	0	0	0
WSGL0g_1-PU	2323	4.71	7	5
QWeatcDXsiU	25	4	1	0
aBMrU8rsl2Y	5	0	0	0
qau5pYrOlMw	141	0	0	0
O8lT5QQaNMc	36	5	1	0
S6GS515PiHU	525	2.5	2	0
dBxaFFB-l0o	72	0	0	0
NNf4_6ff938	1329	4	4	0
8OCBQTJ0fg4	40	0	0	0
tVXknmbQ86M	129	5	1	0
3-XRCllpMCg	25	0	0	0
1WxCg3GWQLM	252	2.29	7	3
BIthOUtOFXE	1084	4.64	22	12
Vef03k5i8VI	3061	5	13	8
7DZYPgfjsmQ	555	5	5	2
diFCdqpLu9o	152	0	0	0
YoUFLyUgYwg	123	0	0	0
8h65S3P5BMg	75	0	0	0
zpLctOV91b8	48	0	0	0
egFpeGlfQ98	41	0	0	0
2tBef3mxrO4	586	4.78	9	14
aGHSZYQtTVQ	1024	2.67	3	1
jDNlqCK3cW0	888	5	6	0
JFxsZKblc3g	5196	4.86	7	2
L8zNub0WNJ8
J0P7wOt2AGg	18072	1.78	69	25
ID28nTBn9FM	351	5	2	0
C8i4le0BIFc	19026	4.86	455	242
c2UcS7RcbvU	1826	1.23	30	12
6mH1OfKlYko	840	4.75	4	2
kUXMQ3PBoZE	122	1	1	1
NmD4DZWX2xo	268	5	3	0
P7bpeI_6DPw	138	5	2	23
B5YKN32xoXw	1136	5	2	1
-Df_oWDnCrY	51	0	0	0
uwk1_aAb5vE	702	0	0	2
frwptXtcl1Q	64	5	1	0
t3_APfUQlGI	31	5	2	0
DcKspLEyfTo	63	0	0	0
d7-Ts29_bgo	176	0	0	0
Cli_Cax6X5Y	139	2	1	0
5My90Rda_CU	101	3.67	3	1
lYepmZl21sw	776	5	1	1
VP1LlZb6r7E	754	5	1	0
tbItrfs_gQs	17	0	0	0
xvpD8EB_QlM	130	0	0	0
ATZ3UXGenv8	62	5	2	1
SHWheDivb6o	1027	5	9	2
qvBcm1nNfJY	47	0	0	1
73ajA_sMUlU	429	5	2	2
rsko_A3bl6M	85	5	1	0
G-OXSbOl8RQ	431	4	4	3
wEOSMZVlLqI	85	5	1	1
eev3kRTh2IY	1045	4.88	17	8
1RwKYxAwQII	197	0	0	3
12fDPzzwsUo	189	5	7	2
mFGM2613hkc	231	2.33	3	7
JuN5uDGaulw	1398	3.93	14	13
pI0Z7vJnybQ	126	4	1	3
YPmBeEZJTyg	290	4.57	7	6
pZV3iyfts1c	515	5	1	0
Shg1pJlzS-g	959	3.2	5	3
ZN-jSRPJDEg	437	5	2	0
yCnL32L25KI	238	5	1	0
v3rG7XUUKAs	223	0	0	6
irCfOzXMcKw	125	0	0	0
epyG6Llo3pE	822	4.5	2	0
K8frk6oZZTY	31	0	0	1
_YePrfHBtuY	5372	4	3	1
6JjcmiIYVDo	72	0	0	2
BZmnvVgR3fE	236	0	0	0
2FSmo7-QHr4	2	0	0	0
gO9rbCkgwDk	658	5	2	3
SJQDyvA9RnI	567	5	1	2
-7Ak4HeFYkE	366	5	3	3
7-DEZAu7SSA	177	0	0	0
_UOaYXlJAJE	619	3	3	3
TVoOQ6Q0bcQ	273	0	0	0
jRQ8avE1MqE	21	0	0	0
GXW2--zEf_A	51	5	1	0
7-rlF0zUbps	716	2.71	7	2
R1H-NEIO5fc	37	0	0	0
rT8rpP_YxHM	641	3.75	4	2
XxEdo2xKKXA	315	4.5	4	2
mIlOyfF5Umk	1883	5	9	4
QosnI9sZiRA	450	1	1	0
3mBMYUljwd8	481	5	1	1
c15RyRRVMKE	517	5	4	8
GwYxDFV4vWk
lwauE4AZvOY	74	0	0	0
pGWowWXJ5Co	201	0	0	0
YbzGB9ju7vQ	2884	0	0	3
OumsVku3jmY	7883	4.23	30	15
OltqGiHgsJI	128	0	0	0
D9FBbwICxS4	75	0	0	0
392gSe2OFmU	1338	5	1	3
DxNrJs7MdT4	709	0	0	0
VMOk-H0EWxo	249	4	4	2
CAft-pj7KWo	1146	5	5	6
6Y7tARGglOk	633	4.71	14	22
-r6K9fF2NPg
JPxZCi08xj8	225	4.33	3	0
aEOy1wNwwF4
Kh7Pv98ztuo
3yW6akoqyh8
8ih788EeujY	662	5	1	7
FlXmW36iffY	543	3.88	8	5
yS0p5sjklPU	448	4.92	12	5
MQbrB05QltY
91FSCunnohM	559	0	0	0
eotcuThsfzA	125	0	0	0
-x0H1apg2Rg	112	0	0	0
45zmYKylRwA	321	5	2	0
O-c9_X6XpeY	223	5	1	0
XMDzPIdCQSY	99	5	1	0
R7tG4ODkME0	59	0	0	0
PyDqPdRCEqg	82	5	2	1
pvmd-yUqiPA	827	4.75	8	7
L6Ik0k1MhAU	141	5	6	5
1n2wn4Vjr48	37	0	0	0
CjIdX1dLZnY
dKn1zFQ1Whw	814	5	4	0
kiwETRAPlj4	39935	4.81	42	26
T3AeNS-c_Fw	2204	2.81	16	9
e6UG-8gkBII	1113	3.86	7	11
geDX_FSInck	99	3.67	3	0
1_XKISQ6izo	16706	2.85	71	61
-_IcUWfztsE	1579	4	3	5
TPGu1O-9bWg	54	0	0	0
qHk123TQgg8	4022	4.54	13	7
RtHlRWJ0YL0	1353	3	2	1
VXIMPQjqc3g	2211	5	1	4
h5Z-EFK11mg	662	5	2	1
Cb8UeqdXrc8	94	3	2	0
GWRMTAKqJB8
WQHZ-fGQLx8	2735	5	1	2
BP17goH2d6I	192	0	0	0
ZiuqCkk8sQY	2953	4.94	16	13
XtP9TxORry4	1899	5	7	3
rYXaQ1-VKCo	2025	5	9	7
LaTGg_r5IJE	223	4.78	9	0
eP2mSyLBCyU	334	3	2	1
gAklTkDdwto	1855	2	4	2
UMRp4AsV2vc	164	4.67	3	0
GtGNPKkWow4	426	4.2	5	19
T7W5jq7q0TY	38	0	0	0
SDnGSptMA0I	86	4	2	2
WBQfuBHElEM	273	5	1	2
OcyccwyUaWw
e_tQ7XNaD9Y
xtq4HFaoGLc
lMWV3M6r-9s	1463	2	8	5
19VY9-fi7LQ	105	0	0	0
1Ad67MIlMMw	209	0	0	0
-E1WQ5qtmLc	92	0	0	0
p5CmRCTILZE	1389	5	12	13
Evckrl7eG4c	135	5	2	0
pdz2bheF99U	234	5	2	0
BDxe9_rQfGc	29	0	0	0
cp1S1fd9p3s	23	0	0	0
NLltaOti5iE	370	3.29	7	2
UIXEs4G1NEg	153	4.25	4	6
wt-bD3pv8Gk	5341	4.8	10	16
IwAsmUI9Nqo	53	0	0	0
wVZBh0LlnVs	787	5	7	5
fuwSb9C_m_4	4446	4.65	40	18
P9DUG1jDfP8	1088	5	13	10
NmbYGQBDcE0	108	0	0	0
FiNn8hyPTno	100	5	2	2
8X6m40Q_OxU	131	3	2	7
tUTsH0wIZ7Q	10	5	1	0
rjdRm3kygnM	27	0	0	0
VWzp2VjQuYg	1056	3.35	17	28
tDxOLHd6yCM	54	0	0	0
aqt9UA9Vc5w	2242	4.67	3	1
00G8LbAHW5s	280	4.55	29	9
xQTuaEcs_zA	1144	4.78	18	11
xwntwTbDRtU	467	4.5	10	14
18tPRoW4pog	213	3.67	6	2
Qm9Pto0hQ18	364	4.5	2	3
zEJ0Gv30ffg	38	0	0	0
-QRAuuJmoOQ	639	5	6	5
h9e44MhNJvo	471	5	1	0
X95Rjotbs-s	355	5	3	1
aIBVLEvd8P8	63	0	0	0
oN6gzGGWoIE	3207	4.55	11	8
4v1YivNQD5g	1976	5	11	4
gtTI7uN7gLM	94	0	0	2
O0_QThaWnXY	98	5	3	12
OpYP_3lRKZw	15	0	0	0
yC2maCwFoDg	57	5	1	0
z8gcLBFk57E	252	5	1	1
hlZrs-gnGWU	283	1	1	7
XthjyG8C3-I	91	3	2	5
dHMeW8iacdY	111	0	0	0
v8-8Al_HlJE	9	0	0	1
oURsMzlnYrk	171	4	9	23
BOpAGGU7lmk	2311	5	7	7
lkjS9Aq7-GE	149	3	2	2
DsyI3xF2YNc	161	5	1	3
tI9ZnM7RcC0	63	0	0	0
q5FcfB13Y1g	43	0	0	1
5MAuNlve_hE	1988	4.65	23	15
TKWZoocTJVU	83	0	0	0
QJxSi9L-Gw0	1783	5	3	2
3OCjBd0tyig	21	0	0	0
28ADgbaPFjc	12	0	0	0
lvYbbizKgDA	192	5	5	2
nA49AnS6Fis	248	4.5	8	8
gzvWxl06g40	1126	3.67	3	8
C7PrM9cxB04	762	0	0	0
YPmR7spHITI	384	5	2	3
BG9T0BFRfXQ	64	0	0	0
2UypNxkTkPg	14	0	0	1
EvNgXqbRLLE	1475	4.5	8	5
5QoyCs8p33k	1444	4	4	4
rpIraVBXdqA
n4ugVLTUFlQ
lEDLkMjstF0	4057	4.22	83	104
ibxYK79mMBk	186	1.8	10	13
fOL92EVmIOw	111	4.2	5	4
uYFpvXHRKJc	1462	1.78	100	115
ZS55n-KI5co	182	3	2	2
X0dXZIDjzMM	238	4.29	7	8
8SX9ioYAWlw	376	5	2	0
K3xKsEur1e4	738	3	4	0
YyucjAPNaow	71	5	1	2
-aPc9kFVnZM	134	0	0	0
44_rbYHrg7g	363	0	0	0
tFmEpKGIrws	127	0	0	1
QvQcGFTBUlY	6199	4.62	13	1
nptxte-Wa3A	5599	4.87	15	0
scdwQ7autAQ	46	0	0	0
6RiZrD6Kgdk	301	5	3	9
KDMvo-QRECo	1620	4.91	11	12
kAuy4WvOlH4	110	4	1	2
tNnTJj7cTro	383	5	4	10
3K_7ctzRtc8	455	5	6	4
ZCGhM_xNHWM	3080	4.76	160	99
j1_kqUVfWao	38	0	0	1
cKqNXl8cUH8	320	4.31	16	23
A2Q4zWvyCYE	2146	4.79	48	59
qjbjD0jKm2Q	10	0	0	0
0Tf8ZMSrEoY	40	5	1	1
inc96u87SLc	199	4.2	5	4
aW5cv2k7qB4	70	4.33	6	1
hXdk5A2jArM	469	5	5	11
UadUvfmMK58	15236	4.72	157	150
4sieD99QKuo	60	1	1	8
X4WLIVmgx-E	244	4.41	17	32
urSk4_9t_ZA	171	5	1	0
mkhFv_lM_bM	5478	4.79	265	254
ysMf9_2ZUA8	411	4.25	4	4
UrQmgnx6nxA	137	4	1	0
5f-vWpIJHW4	80	5	1	3
ixiR7BcvkB4	283	5	1	8
VEm8Lgl7A2Q	1588	4.82	118	93
BVDdazJ1uHQ	104	5	15	17
vMFKJxFeJWc	74	5	2	5
cSHT6E52ubY	57	4.43	7	2
KWeKaRXjxio	63	4.5	8	6
k-81YGPz7gg	49	5	3	2
6QipG4W3cjU	131	3	2	0
8UFQxKuJ1YA	6568	4.77	295	228
t3nTUvRtgcM
s3zjZczlHZw	1630	4.68	34	24
gkK4V8-Ojn8	101	3.33	3	1
vBpRsPhGE0s	169	4.67	12	23
Vz9bKcC2FQg	750	4.47	30	41
o4znZdRsM1A	37	0	0	0
ZscHOccXetg	8006	3.44	131	118
0XzI_nwCEtE	5316	4.11	9	1
mxI-P9CL9OQ	1361	4.23	13	7
LmSMstm8Q-E	93	0	0	1
MC8AS9lDTdI	93	0	0	0
l3xnDMGrWVg	95	5	2	0
-TXjaNXLW4c
hzDyXxPKTX0	264	5	1	2
fczmbbrkS7Q	196	3	2	2
lKgFm0ggdRU	3350	4.55	22	17
6cv5b8wZZ4k	723	3.92	13	24
X3sye3QL9Zw	117	0	0	2
TPzG9S_xTQk	230	3.67	3	4
gsTaRsvYl_g	3	5	1	0
YCN8hfhzM_s	85	4	2	0
BeAVZYFZdlg	49	0	0	2
u-_Hcb4NPTs	54	0	0	6
rIJ5ugsGWnk	67	5	1	0
qEZyO3Ncvk8	329	5	3	0
rcQxdnl19Xs	125	0	0	0
BNsJas0Z4tc	1172	4.75	8	11
oXNW4WyYfQU	36	0	0	0
ds8Z_Dv8aec	3211	5	26	21
aA7IN0cUq6s	132	0	0	0
52ypTMPkzlI	46	5	1	2
gGbVSK6s3Pg	12168	4.83	47	27
vpnit_KoWRc	97	4.67	3	3
zCtDShoGzpw	428108	4.17	3060	1226
kT4dUe1nNoE	109	4.75	8	18
HO8yWVDqC9g	12	0	0	0
T4pTOMvEsgU	348	5	1	0
Wuw4yvQrDX4	416	5	3	2
BjBmdIF3Fb4	25	0	0	0
8RdjHRkUZJE	91	5	1	1
bMp5kKPVFro	16	0	0	0
XZIlek4aYmQ	232	0	0	1
5w1ihq7PQpY	1060	3	3	15
LRBIVRwvUeE	29731	4.71	48	5
-1mTmM1qQjk	284	0	0	0
tg4-9RqJb-o	90	5	9	6
xBmp3bAmNns	1622	4.71	100	247
EOA3eWfnhwo	94	4.5	4	9
mZPBaa--Xsc	244	4.4	10	42
qIBxVxTyzHc	226	5	7	52
GhRW2Dn-sGM	83	4.5	4	13
PFErWEFUF80	124	4.5	2	0
1_M0lV3Pujg	24	0	0	1
eATT1nyacuQ	34	0	0	0
n5hylQ_sJOc	4	0	0	0
IDr182CXeL0	13615	4.77	119	76
vFAHrTmbulU	277	2.5	2	4
C7CEgpS_UK4	9	0	0	0
P1IoO9M197g	259	4	2	3
Ne3_gBSyZ80	140	0	0	0
Gej7VmY-IHw
JwjI-BzyX6g	305	5	2	1
rSGVM7uXo18	76	0	0	0
MHTtsL0VFuQ	148	0	0	0
XTsnkTnAPJs	8	0	0	0
RfbC9eO65sA	28	0	0	0
dPjCBQPoweQ	4000	4.39	23	39
PsuKKYSRzFQ
LDcxMSpWItU	46	0	0	0
IXt_YpqebjA	1973	4.69	16	38
kLBWQfr4258	96	0	0	0
xLSVFZ2v3NA	186	1	2	0
iwMXKFvMz9c	220	5	1	2
wX_rxg_lgbY	291	5	1	4
9Nt_D37uPxA	778	4.8	5	3
8ziFNzaIou0	1017	4.67	18	12
IU5tvstPP60	103	0	0	0
yXXR2vzp7HQ
x0QAjpeosgU	68	0	0	0
Tm1VGa0XQp4	29	3	1	0
iQ-_Koqlczk	1284	5	7	1
4D-uvrYkluM	284	5	1	1
Sv569ztliig	232	3.33	3	2
pXzk9v7yWr8	25	5	1	0
SXsa39BBIg8	27	0	0	0
zep57Ri-U68	28	5	1	0
Y1pyrUijnic	20	0	0	0
QdjZfwF_oMw	190	4.6	5	0
9585oHETsLU	11619	4.91	198	85
qiVrRdx7-2g	126	0	0	0
JA48Ku8MUHo	92	4	1	1
E3DaYCWiUtE	341	5	3	6
xzCfART-hJM	558	5	6	4
RbrZkF3JkhU	295	5	2	3
TKRJ1DnF1MY	181	5	1	4
TihAevyrU4g	180	5	1	4
VGaLRZwb3G0	405	5	2	2
aanJlrxhE7I	273	5	4	1
ZE2Q_WG1-BI	349	5	5	4
CdfikvX00EU	296	5	3	2
D7Ud_8JtLd4	1078	4.79	28	20
C5V-nPNyqAQ	186	5	1	2
OMcFUFQSq40	25	5	1	0
0rc1vnnZ3fo	15	0	0	0
3SJIjp3vW_w	143	0	0	0
12XWCb4ISxk
LmDnf_GOtxc	124	0	0	1
SW2EdS4rXq4	715	5	4	1
nfGzPYKxEjg	31	0	0	0
jhzfE3sCUmo	1023	5	12	17
MzhH3oaDloA	475	3.8	5	4
qq6VCulM150
28Wh5MvxGJc	441	2	1	1
mejKpkOKPPM	3617	5	9	4
r-H1oJXkbQ8	1235	5	3	1
9_KDV6kfBsQ	728	5	4	0
yboLo5V3vCk	341	5	1	1
eFP8MIBTl40	1397	5	10	8
agMDuTmMQf0	1890	4.86	14	3
JLJ_BAZgMJQ	513	5	3	7
lBfDFqkvCqM	10123	4.6	5	2
jx748YIf3jQ	2448	5	1	0
OsmVwEe8sl8	81	5	2	1
qwzZNg9CdYw	15	0	0	0
rUxmp3pM-4A	27	0	0	1
SPsYYGtZjys	119	0	0	0
yY1vNs2PkJc	15	0	0	0
yaQc71C9CZA	75	0	0	2
nvgU7fsBUEw	72	0	0	0
V-h8guUuj7g	55	0	0	0
hkXK6wJjroY	1838	4.6	5	20
BYzwIPFqUrM	61	3	2	4
U2uySul37DY
-uPTxMHLq-U	92	0	0	3
ljIvQ5kKFEI
w--ewbFONk0
IwZ_V5LHDbw
fSpQQxEn3wE	217	5	1	3
PgPuBoEI-g8	1104	3.4	5	6
oUv0v8a3O3A	788	4.86	7	7
4tcNk4sOTys	1412	4.92	12	3
kExHKti0TfM	1047	4	2	0
WZtrQt9XnV4	67	0	0	0
wqAZOMdALUk	38	0	0	0
NKsTOpb85pk	938	2.6	5	0
5HTZmkKAf7c	76	5	2	2
KSCL0z3t1kg	46	5	3	0
ZgypYwMmZwE	198	5	3	1
4q87EV9taYw
2iJQtswW4Eg	589	5	10	44
QGgoa5Qa1xo	1471	4.33	3	1
DFACHz1XMI0	299	3	2	0
OQukiKAQd9M	660	4	2	0
QZigGUihJkw	271	0	0	0
Ah9MpjPzEj4	117	0	0	0
O4ACVT7jryQ	3277	4.93	30	25
QLR-F4aufIQ	1	0	0	0
UVKk8REgt58	14	0	0	0
9392XnuF98g	853	5	1	7
32GcQKiroB8	118	0	0	6
jwTnhfIWMyc	504	1.57	7	4
CS5j_6iUM2A	37	0	0	0
-iutpiBp-EM	15	0	0	0
Ofum4u2Robo	39	0	0	0
3ZI2CGuIuKw	51	5	1	0
8reUugKgcC0	31	5	2	0
Dq_dqw-Khig	25	0	0	0
P5K9R-4otSk	124	0	0	0
479-7AHpuAI	40	5	1	0
Ig_Kxk3WerA	475	4.5	8	3
UCgEtcIJbfo	44	0	0	0
utgqGjEt5VE	959	4.2	5	9
IDmj_V1yUWs	292	5	3	1
9M7Z0z6y7s8	305	5	2	1
4v8M9TgmlXA	89	4.67	3	2
_2Vn4eugdNQ	62	5	1	1
oncXxbFoS4w	626	4.8	5	4
a0_CYXlIfPM	3509	4.85	39	11
S7X4JEA0ADY	2536	4.84	37	22
0uatp1vlwgw	721	5	7	5
1UPi3rJLy64	180	4.2	5	1
gny6tHNWd-Q	261	5	2	0
4sCGj5ZWDtU	198	5	3	1
3dXMjkzm61I	1622	4.83	18	25
2G9ptGbDMog	138	5	2	1
s4bNl_YRKtU	99	5	1	0
0zfujRt3mNU	87	5	2	0
RZvZ_PU5B8c	782	4.76	17	5
0RKFoFUr7bE	782	4.43	7	7
sVwzePC27Ys	1534	4.94	16	11
jt9Easu2YAg	997	5	6	7
XSD7_M6zNr8	134	5	2	1
xcZ7hJ5ooQM	1753	5	10	5
f8FDVTVeI98	281	5	3	2
5fzddFEXTKg	8441	4.71	80	51
50ZeCpPm-NE	482	5	3	2
v6DWIG4qNdI	80	5	1	1
7XV4GZAWMvU	3709	4.91	23	14
W_7BJQlRGG4	198	5	3	2
54Z2hovqGLA	157	3	4	1
Zc8bLCMmon4	317	5	5	0
8cZ2boM9AKY	2291	4.74	19	16
14x7CE3_5lg	353	4.83	6	3
T1AD1SCKm2k	6593	5	45	53
M7B9MD7GsCQ	1388	5	20	11
rM4JF_tODfg	35	5	3	1
_sfBc6xsaTE	406	4.29	7	3
629y7y744yA	170	5	6	0
dhj2mBWzpHM	196	5	3	1
rbmPlc3tPlE	23	0	0	0
tDCKjJSscj4	567	5	5	3
eWAsdFfh6bA	2674	5	25	8
ueUWgde6Lfo	349	4.8	5	2
cOAqFaVu__o	286	5	2	0
o_0TchpwgDQ	512	4.69	13	7
pukxZ_m0-0k	320	4.6	5	0
OzRlWR-kO-w	56	0	0	0
Q684b2N3rGE	879	4.91	11	2
b0p3J8EFH4M	340	5	8	3
v-1TFnsc27g	2264	4.86	29	6
mYpEQRsPwlw	436	4	4	2
_h-b7Gd69YM	1910	5	11	4
NQFeNM2-jaI	4425	4.78	51	32
XsAB06dgigU	6195	4.87	30	17
ml3arcMkSMg	194	5	2	0
nBeHgV5fq34	428	5	5	2
FCk5NdjQQaI	1858	5	10	2
59MD_4RcNqk	3092	4.88	51	28
tM9dxqolbvI	365	5	2	0
I_WH7Y-SIbk	521	4.43	7	12
b6DA-fuIC94	811	5	3	4
crx1YzYU3D4	2684	5	14	8
TLmLHdZjfIs	149	5	3	2
dElJrineyVs	52	0	0	0
P-ODxwhs1Sk	138	0	0	1
o9cSoYpIfK4	3581	4.89	18	15
-WcroZzUqq0	225	5	3	3
06RSOaAcWR4	185	5	2	0
jft4-sg3EG8	3643	5	6	2
o_k2wf_Zp_k	11	5	1	1
8PfqazTjo7A	371	5	7	2
n0kABM60HAM	837	5	16	11
RnPhRqDprM0	120	5	1	0
5BT_Q2LwOxY	196	0	0	0
6K6gfl-VWdo	126	0	0	1
LjpdUMWRJ0o	115	5	1	0
MpltQYztEwI	9970	4.97	29	8
J5CnVw6xTHo	9473	5	29	6
5VxAI2Sncac	99	0	0	0
pFcl5zmtg3c	751	5	6	1
n-ZFTTong8A	797	5	5	1
nF-vUTkzgsI	401	5	3	1
-d7SshLootE	392	5	6	0
vxxS7D7uGxQ	3759	5	41	23
0-cnwvV3ufQ	897	4.71	14	9
3uF1u5s_wtk	441	5	4	1
AzLs_IXWsxA	1761	5	7	4
OAHBI0xEfo8	687	5	5	11
XjEQ5T5NhAU	1019	5	8	2
mE5flCf-YRg	689	4.62	8	3
j_nvWQ0TG_M	1394	5	6	4
FW8vr6KnLzs	248	4.8	5	0
Geygj_BBRQE	368	3	2	0
aUdZ_TR0IhA	312	5	3	0
kx6K3wOtONA	300	3	1	2
mgAXQdn4osc	186	5	1	0
gJw07Uc0pio	7738	5	33	34
keuPfM0TvPo	12116	2.79	85	34
KZdul9h1jaI	2724	5	10	7
nG7hCabE4Y0	1843	5	3	3
N37js1JbeII	1667	5	4	3
FF9aJMQOxbs	2001	5	4	5
ZiAC4Lc95tE	13708	4.94	97	54
myT75Xe_JKo	45	0	0	0
Ghmx97rw0UA
oF5-zpWz98Y	8266	4.89	76	62
Yk2Ac2Ocy24	402	4.6	5	3
Be7EDWwVArU	1437	5	6	0
AQ8Nte99rEs	15243	4.96	56	27
b0YNoN2QAM8	24926	4.95	95	56
g4lrEbATS9E	17160	4.97	62	23
4ZtetI2GwF0	18444	4.85	74	16
v456pkonUWY	16559	4.97	65	14
I6m2QiS0h5g	6421	5	23	5
EMeVrq2flZk	3817	5	14	7
Lf_mMJEbXpk	635	5	3	3
w4Gth_d1rSM	552	5	4	2
ABRWFqaO-4I	12440	4.84	101	46
QK72p4Qk2Ik	2219	4.67	15	11
XwZ-uyqo7uk	283	4	6	1
LkRCvrWXOOg	656	5	7	5
_0838xQA4JI	69	0	0	0
pNkF4GQdKzU	60	0	0	0
cFYOwzRq0Nc	86255	4.83	384	256
6neHgQSR8Fc	1426	5	11	5
QQJCxU9Dsg0	963	5	12	9
VBPFnn-nezM	249	5	1	1
XKkYs21pALs	221	5	1	1
BLTkLrCHb5I	427	5	2	2
8eddjgOn1uE	125	5	1	0
o20x1s90_Ds
ll2W_SMXncY
KPYdUhEcgcM
NWS1HnpKm2A	7549	4.86	76	36
pwTDSBB0Naw	2109	4.81	27	24
KIX3teYjWys	1151	4.76	17	3
3EUzZoX6EeU	1635	5	18	4
yUI5JM_qCnk	2523	5	14	10
Y4e28Lg0ttA	788	5	12	3
uTHP_WPeWqo	1441	4.85	20	18
XGsfT60qUGA	718	5	12	6
XQzmyer3O3s	321	5	2	1
WRfn4hm2tj4	279	0	0	2
5GCpYyotGmo	3838	4.67	12	8
d6mi2qd4tbs	474	5	4	3
-sisGMuoO-k	700	4.67	3	6
bfGQKkcMWQA	2026	5	15	3
J7IryDpsQp4	2015	4.93	15	9
oulD2frz1xc	3247	4.55	11	1
D9THOVUoGK4	1201	5	8	1
-yoezsitiWs	1542	5	5	3
mn4Eqo_FDHM	2320	4.94	18	13
SUAmouwjWdk	2126	4.95	21	6
SL-TU-Searg	1952	4.94	18	11
o9WbVQ9jJS4	1639	5	19	8
eI7cC1ZzxeE	1925	5	14	6
3W0OwhH1N94	2574	5	18	18
P6qR6cKcXGM	20881	4.93	179	117
XpVqFMAHowI	1003	4	4	1
qk-Fllwna3A	1570	5	15	8
njAHW9OX8H8	200	3	2	2
3f5XjPl5y_8	423	4.67	6	4
23DB0vIbcJU	538	5	7	8
mItAim95Fb0	23	0	0	0
iJE4qfKUJk4	524	5	2	2
csdYeYzIWv8	305	5	1	0
lm6euJd2c_o	2382	4.97	34	15
K4qp2817OqY	1253	4	4	2
9FT-xSzfo24	1351	5	7	0
SEarrJ8-R5o	1315	4.67	12	3
GIsgQr7wM58	118	0	0	0
EPiAPCi4UX4	99	0	0	0
VDSA-tz6VCA	199	0	0	1
u1vSadAywkM	880	4	4	3
OjoZFL-xTg0	52	4	1	5
rcvd5bJwzDg	173	0	0	2
_f5905BuE4c	611	5	3	2
feZbqDJtFEg	66	0	0	0
WZxj6bZVLE0	560	0	0	1
JZO2AihBOIU	26	0	0	0
DgXqBzMjRY0	34	0	0	0
zDtGCv1tkCM	92	0	0	0
Ea9z7c9tTDo	21	0	0	0
wpTm3y4VozA	23	0	0	0
G555NO2vR2E	24	0	0	0
1Yx9NRX37SM	3087	4.67	12	14
lPkXd1oexEI	194	5	1	1
Ifbt9u0HqLE	214	0	0	0
EVQdRdAwaYM	395	5	1	0
s8oM8RBRgyU	361	3	1	1
47PprxxMbQU	893	3.5	6	17
qI2e0pHlcvc	140	4.5	4	3
KTcIyazxxMY	6528	3.6	5	0
2A960-nnLLQ	37	4	1	0
tTYNgysu9Fo	76	0	0	0
zxaDsbN4c2o	96	0	0	0
6IHTlJcfP9c	59	0	0	0
fVisX77wO7w	380	0	0	0
22gxY4KtlV8	21	0	0	1
3TJJKm2OOk4	192	5	1	7
-iicaL4XtyI	524	5	3	10
qEK2cMlA6mc	558	4.33	6	7
oE5JjQuabB8	46	4.5	2	0
GyVk6mSo780	54	0	0	0
fdlukaLDi_g	2804	3.67	3	27
2hhy-8Hbxnk
89mC8tc1Wy0
Ikkf8NPY-eI	989	3.6	5	4
8s8QG5tFH1Q	3	1	1	0
VIkC4QrNGPg	325	4.67	3	0
DJ5GNSn56ok	427	4.4	5	0
oh1BshdP5NI	156	0	0	0
GZdDkhOTdQ8	41	0	0	1
WGJX9w742cU	968	4.67	3	5
bi_pFDbF5G8	154	0	0	0
PnUayajRmDA	48	0	0	0
JMbZ4ukFb5M	66	0	0	0
MtyMst35rkE	46	5	2	0
VrhFKIePgIU	642	5	1	4
nuiKmFYa2Y4	8931	4.12	8	8
lVQsqssdeCE	86	0	0	0
F8g1PiWsfpY	19	5	1	0
82NZmIbVFtI	12	0	0	0
IKhCuYHGLfE	4371	4.85	13	5
pQTrJ3V9jHs	2961	5	6	1
Vv36vIPGLNo	783	5	2	1
aJWEmfaU_QM
f9WZqniTMC8	4218	4.93	14	3
HfTi_w5owXU
R0zvejVu27c	4305	4.6	10	12
tCwmDRx3jCI
j5QVtnWRIhM	2101	4.56	9	6
IPcOqCFJClg	342	5	2	2
7GL7T2-19W0	780	5	1	0
49LAp-7ZUSM	166	5	1	1
utcFfSiKq80	600	4	5	3
uwK_XIe7hyg	23	0	0	0
Ok6XLjk0Ck0	329	0	0	0
EIRJ5qYh8fs	9834	3.16	31	30
DvuhJLr9TT4	2965	4.64	14	70
3HLujK-TmlA	1590	2.43	7	4
JEAG4pKwiZI	267	5	1	1
nGGVnEbSGxY	861	4	1	3
VSNqRguJ3_Y
oc7kUojDq5U	804	4.9	10	5
xzxgjunD_qw	358	0	0	1
rvYMTQFF2UM	1822	5	5	14
uq8t_eba84Y	1315	4.2	5	6
RttuLiCByco	680	3.4	5	4
_myxKXkuhpI	2935	4.4	15	74
2qGlS2ecZxE	283	5	3	3
