VIDEO_ID	VIEWS	RATE	RATINGS	COMMENTS
mafAEPtmZQY
n-vbxASKHUs
71PzAV28DMU	19	5	1	2
BgyYK6UXRCQ	2584	3.91	89	80
WLGi0QB11-Y	1455	4.41	115	46
tiRkH3Xr978	406	4.67	3	6
R145mIhS1V8	94	5	6	6
-UDx0kEnbuI	94	5	3	10
4jN7jlvBYxk	165	5	2	3
nmqCs4VhGas	283	3.17	6	12
SOMcd618cRw	134	0	0	3
gh3QFKjN-UA	201	3.71	7	10
aCfpKM23IQU
4j9WJ0-ez3A	54	1	1	0
buuFpw-R4VE	49	0	0	0
nt62My8RfzQ	32	0	0	0
KBk1-RUJI6I	639	4.77	30	43
u_m-D-PrOCk	671	3.06	18	6
2_UKMzi-_Y4	82	5	4	5
7sAH4u7U0FI	488	3.26	23	16
tjnd4KuBgb8	647	3.81	16	22
UqIORqpXRGs	347	4.27	11	11
8P7cG8qWQZY
FvZabHENPgc	46	5	2	4
oixq12NwK_4	21	0	0	1
zlld0TqF1uU	222	3	2	0
g9iXLWLMa7U	77	5	1	4
CCYMkfoc3GY	37	5	1	2
9j4WwP5rXXE	329	4.6	20	37
s5Jj0MVBXbM	29	3.33	3	1
adzX7SCvhc8	129	5	2	11
bw_OJcxg9Eo	136	4	1	2
jWeDbcgtJ8U	49	0	0	0
IYPvmNViNAI	3310	4.53	118	193
ZzoYPkX_hmU	167	3.67	3	3
TJX7Wkm7vg0	79	2.67	3	0
vXzl1VapBEw	55	0	0	0
dUJXvwBW7gY	80	0	0	1
tD9Jr7GP67c	6631	4.5	10	41
_VyJ9S0VMX4	2919	4.69	13	5
b6ZOsUtju_Q	2007	4.5	8	16
qrwpxSwWbaE	2015	4.86	7	0
d5aayQz0sEw	1044	5	8	23
hXUSmfSaTBw
_w8q5PecK_c	849	5	4	3
y0NOezOj-PM	367	5	5	3
2CByYa7b5kI	99	5	5	3
xXLmMmvt9Gw	6595	1.81	21	15
pYo-agIKspg	185	0	0	0
YyP6DXyVXHg	4941	4.79	29	15
ITz6zEsCBxA	1052	4.67	3	0
CmBie4_MhKc	11730	4.88	41	36
IUTFU1DEXwU	10953	4.86	29	8
EoErCq4fv_g	3456	5	6	1
kHPNPgNWtj8
zdoDXuY3tIk	837	5	6	3
Ovg8ytqk1Vw
GRTn71JQXuA	2585	4.23	13	3
B6nGXk0ppsY	7625	4.79	29	13
HlYrxXWYCTE	6633	4.78	58	7
bwRdtLJmKX4	5088	4.96	25	5
vaHefRhoHDA	15026	3.41	29	19
zmsecHmzAL4	1648	5	1	0
H7xSw-_wm24	3085	4.43	14	1
wgGqRZQ8G1g	3217	0	0	15
z4U33Ma0HN8	6099	4.48	25	23
_gv4g3mxjbM	190	0	0	1
7s2DuAsSe30	128	5	2	1
yOo5RKYcgKQ	47	0	0	0
Ajf95yNn8oY	9485	4.91	74	6
eo42GnvtbtU	22622	4.93	41	8
R-qljpswUpc	8838	4.46	28	13
mKWczSposrU	892	4.5	2	0
nzsCyfh-Ik8	2012	5	4	3
kcULuQaVL8w	583	5	1	0
-IvDkkbnz88	114	3	1	0
KzNKp6xdYcs	1772	0	0	0
LimsHMT_8Ls	1625	5	2	0
LZx2bBGOevI
uJZ07ipT55Q
fBXF1aEG6ts	39148	4.28	151	63
PeQvf2xbhkY	21661	4.28	165	88
0GQ1vRQggHM	4883	4.21	29	13
xu0btuS6Ejw	2611	4.26	23	4
jOx9hEnFaSI	11978	4.84	75	47
TtsFVVmO5zA
rTIGsLrH4pE	4456	2.12	40	28
V6DJZqWmmWw	25852	4.83	166	91
xphfL7dxyS0	1756	2.92	13	8
HyExQG562_E
U0O7CpblRbQ	1358	1.24	17	15
b4wos5PSOI8	7226	4.15	13	6
53TPexCYZiI	992	5	4	0
dRe7Eh1pChM	193	5	2	0
tdVYJylKLbw	63	5	2	0
itZZy-25CHY	55	5	1	0
_CDaXGTLXTw	124	0	0	0
MymnGdCAvCk	148	2.5	2	2
zzC5C2ufqsQ	696	1	1	5
LMRNcuERud0	133	0	0	0
vCVhGKmGtqk
eElTWH3K6gA
wVOt27Ct144
Jdr3sTXzVZ4
z4kWgWzIbeg
1O_-1auIrMM
MD_6F7IRlIk
jB64l0IJVwA
E3yaA3_YRWU
yPCSGIgtWZ0
3fSe9rCIAiI
vTwRw654JZo
YZwGDHAjqtU
0lIzugbsCMk	181	4	1	5
oFXX-Uk1G8g	59	0	0	0
P1XbZnOQq8g	89	0	0	0
bCWz9DTKwg4	19	0	0	1
RmBFwOXhyMU	169	2.12	8	12
qIfe-Ow2raU	2010	3	3	9
ZacmVUWgnk8	416	5	2	2
ehTKibNAhwg	22	0	0	0
YmYovDq7Uws	121	0	0	0
vjlp4_v5Hgk	3	0	0	0
JMPSpTcikqQ	3395	2.42	12	20
KIYZ8MjUZLI	465	0	0	6
3qjYOOEJJig	349	0	0	0
WMjTIn90nms	742	0	0	1
LiFiGa1Lty8	212	0	0	0
xlQ99UTsTro	480	0	0	0
b9jISbDPnFM	1425	0	0	0
pk93LtoVLRw	203	0	0	0
suBebo3Fg9I	417	0	0	2
RmSpilzXTEM	238	0	0	0
A8GclO6kt4c	1087	5	5	3
Bp0WkfYrG0I	461	5	1	0
EvKYWomOnbk
SngcLghMjrw	19159	4.53	58	40
3o4PW8K9HnA	11184	4.73	33	15
iKjAeWZbcRw	731	5	1	0
r3D5mi6C6GM	4324	4.57	21	6
T4mD7mXGbC8	777	0	0	1
9jOOxOp2LfA	579	5	1	0
3oLQxPrfUQI	6578	4.67	12	7
HaAS_Q3GKSg	3280	4.11	9	8
-LikHTzWYnk	444	3	1	0
-bRpKPOlos0	324	5	1	0
Z1Iki1Zoat8	831	4.8	5	4
L8nrKjs4YpU	13190	4.11	18	5
dPMVHiI2064	443	0	0	0
kJoweNIOu_Q	292	0	0	0
NOdIwyBALi4	1956	4.5	2	0
A9hOEPV-LA8	190	0	0	0
jT9BgZ6FskY	960	1.67	6	8
LcYNsp64xl0	8705	5	37	53
heKJbiY-Oik	1044	5	3	0
yIhBnNGvzgM	89301	4	68	114
FMYAUlmyEKg	461	5	1	0
BuUp-xEMzFo	4213	4.7	10	11
nPyoWdJRS88	240	4.5	2	0
EZFtNhOhafA	634	5	2	3
pblwWoWe5ic	1456	2.33	3	2
Qa8JU9Y-oUk	1148	2.6	5	6
UiSHOvaRwyQ	1679	3.5	4	1
3PRQevI1bjc	896	0	0	2
LH_4lNhbvNo	647	5	1	0
-qHD-cEqcyw	290	2.33	3	4
hqGGqobPgzM	507	0	0	0
T88ZKxWTccE	513	0	0	0
Rk_Czam9BSY	372	1	1	0
WKus6Ks-swE	30	0	0	0
DgqKU8Swd_s	2106	4.8	5	0
XAlT6Oc4MU8	67	0	0	0
1RObqwgrwOw	5	0	0	0
nHzUq2Iw-6E	4131	3.4	5	2
5CuQeIDHgTU	39	0	0	0
6uXYmu86Uqw	146	4.5	2	4
ZzYTSStUmNw	77301	4.45	78	41
5TLQAUI1DtI	457	5	1	2
bW3BknwfHmI	6	0	0	0
LMYzzuR2iEA
UU6zZHw3-GM	142	4	1	0
ljfPZZdJED4	15707	4.56	9	1
DPMp8NwIXss	11763	4	7	4
BYjKF5mdibI	12904	4.74	19	10
MXp0_r2PzNQ	5619	5	6	5
O9BJOHJg5BU	35417	4.61	31	5
jWjhwxa8Vd0	9364	4.59	17	8
djUEEMfEW1Q	13020	4.45	20	2
VmT6U53W0E0	1147	5	1	0
mgCB7JKmP_0	649	4	1	1
jFqBflEminc	2653	5	2	0
tq0kFUr0rrU	510	0	0	0
Ay7bEYpIaIs	5422	4.67	3	3
8euf2--JQBA	18216	5	47	11
W5SDZn_hCo4	344	0	0	0
i4oXNkdn6Tw
tP6UEvviHtw	182	0	0	0
Frb4HfY7k6g	67	0	0	0
7UuKRKt2Ukw	572	5	1	0
yfZLX8Sk-Tg	3700	5	6	11
qHlFlRi243c	148	1	1	0
1RMl_wRma9A	475	5	3	0
t_r2Jjr_DdM	141	0	0	1
q3NOynXIEzI	376	4.5	2	0
sl8BQeF_el0	104	0	0	0
TUFMR_YZgF8	498	5	1	0
ySrm9K5ub60
ioq4TaVTkXc
EmOXwzZwNSw
E7t5H86diUQ
1aw_uO2TnUI
Fbx6Wyvqn-o
xwd6zqHiBsM
3kgT6oDF5Xw	1197	4	4	0
bINrl4YLpuw
HXdb-ReGHyM	188	0	0	0
OhNAMlqknZY	82	0	0	1
B57RWWg3ROU	7439	4.12	26	6
6rk3VNB66Yw	1128	5	2	2
lVkt9x6YmZo	143	0	0	0
ScpG1i8MXE0	114	5	2	0
JctRLzmCNjE	407	0	0	0
Y0o0cORbp7E	330	1	1	1
kKQ-dGtA6AU	139	0	0	0
ziuzb81tgtU	521	5	1	2
iD652WhK5y8	273	0	0	0
k6uZ_khcdSg	159	4	1	0
dKgs7J5k0aI	135	0	0	0
SffIIK6WIWo	494	5	1	2
8hVZ_SavzQU
h-pBcSkwSsA	143	0	0	0
1kul2J_Tq_w	131	4	1	0
EtJbDVAkkF4	65	0	0	0
kAdTGTyWL-c	19	0	0	0
kkdbL-CpaWc	1010	2.5	2	0
X45QZ4-E9f8	136	5	1	1
2r80t6REG7E	74	0	0	0
c_7N2KsGt8E	243	2	1	0
p91cyQBz2Ps	17	0	0	0
UIne5jdDnMU	53	0	0	0
zbhh9ujPQKI	229	5	2	0
qlVLox6z9Qw	14560	3.75	16	14
fPehSjs8ypQ	22	0	0	0
GCVvtr4yo_E	34	5	1	0
iAgLVQyE6uk	311	0	0	0
LzQPx_wcCSM	6	0	0	0
dlMMkrc3kFQ	948	0	0	0
TqO1pnDALeA	161	5	1	1
wXTcimvZyj8	304	5	1	2
Wq73wWhQ_jM	429	5	1	1
8nyYloJyq9M	12548	4.67	15	3
7HCkGl1_LxU	204	0	0	0
ybLzcky4GiA	2966	4.88	8	5
Pi9YtkyUKzU	3723	4.09	11	5
FhPAByyR5G4	167	0	0	2
ieGNjPRjTNw	527	5	1	0
ptGmKJ69mLw	104	0	0	1
WxA65GCn1-A	12	0	0	0
Px2WTnksFkk	11	0	0	0
_dwf0bL9kTQ	274	5	3	6
aK6Xoe-gCdU	173	0	0	1
eH3rXFiJOy8	376	5	1	1
ezEGACNTbIg	454	2.33	6	7
Q5SBdVxVGKw	514	4.33	6	0
ZaLeaqgAYkQ	347	3.75	4	3
qbYSbY-4B-Y	261	5	2	4
sqkw8KNhvJc	486	4.86	7	0
iN8UggpSdX4	7517	5	16	11
_ampJ-R29tc	156	5	1	2
PMPpQ4MU0ig	84	0	0	0
jPQvSiTopOI	46	0	0	2
dXDb1gTmbdE	44	5	1	0
8vuIsp5J-bU	7460	4.24	21	8
2mBJf1BtCFA	250	5	3	1
4iPINFbs9KE	994949	4.33	1018	921
6lHa83Undzw	18	0	0	0
c9Uttq3Gdys	115	0	0	0
WPnbcTeg6e4	3921	0	0	0
YIaiWxe2k1A	1927	0	0	0
CGwSM2-Lbks	816	5	1	3
iJf7-X_P8wM	101	1	2	0
vQzBHrF9TVg	160	0	0	4
KYciaaUnXIA	2408	3.67	6	10
MxpPWzMXsWE	480	0	0	4
z2qWeYXkS74
QZXO9G1RCsw
rf08jTLRwYw	52	0	0	1
iQr-x3yrbxM	134	0	0	0
g1jp1wTSHeY	619	1	1	3
IpO1EUEMF48	37614	3.87	38	26
VJ_4L6jCi-E	46681	3.33	57	34
9lp84GI5hvU	4335	5	6	9
tXUG9agPSVY	2453	4.86	22	9
1UvWM0-pkl4
sTKBi5lyr4Y	31687	4.67	166	96
Z_GWAO67VeY	13470	4.44	70	0
9pWuT_fZpb0	33322	4.5	177	53
GACyRcEw_eA	3318	1.57	7	0
JaOoaE8h7n8	6595	4.52	25	12
n1gedptXnB0	123	5	3	3
RUGoNv2DPOA	356	4.2	5	0
JTH9o8E6Bds	204	5	2	1
aNoD7ADBmoo	3347	3.62	8	1
7q3Hc37wddQ	1022	5	2	0
MsGZHr6crr4	201	4	1	2
9Opccy91npI	1724	4.25	4	2
sFNJvjye16A	2644	4.3	10	5
C1AvYlr1Za8	2553	4.67	18	8
aeWEXW-jVK0	1377	4.78	18	5
U_N4Yn69ag4
nnSTGtLVYzE	33410	4.56	151	92
mD1AbkcMMPM	5051	4	9	2
lvSP0oyaS4M	415	5	3	5
bbGXeDRunQY	5743	4.22	18	20
r7jp-69Gevo	109	5	2	3
TMfwPKEWVak	164	1	3	0
QKalp-Hmp94
R-_HHlY4Ypk	1252	4.5	4	2
mvXG06D9p0w	1553	5	8	4
5nEqypQLH3I	349	4.75	4	2
aY5k9HVKC0I	2941	4.71	28	6
SMvng5VY7ho	60	0	0	1
_dzZMtORTzM	378	5	2	0
iiEXcOUUHJk	4304	4.55	31	28
VIvhRvv_WG4	5500	4.11	28	35
6bVWEFqamvg	1620	4.53	17	10
SshoB3zFtqs	1535	5	8	3
KDOceFD73KE	730	5	5	1
A0jjT1kxnOU	649	4	2	4
-BlB7BTzhfM	25394	4.73	93	66
yh6xKGZnYuY	15558	4.36	119	201
Diz7zcV7oJo	656	5	5	3
YetWy4qHpxU	533	5	1	0
rOK5YmS2NaA	1741	3.4	10	12
iZWTBdyAgXw	1584	4.57	14	26
5iFY8EgOcEs	206	5	3	1
YYpTRbFFtsA	643	4.43	7	5
8Qy-2h3dYE0	618	5	5	2
KZo0HjJrptI	59	0	0	0
O3KsB0nbHjQ	47	5	1	0
r7Gh2pwtYRo	764	4.2	5	2
0jycaZ-E9k0	1229	3.88	8	9
A9BcMohymFs	1826	4.4	15	32
iriEUz71k24	408	5	2	0
J9ycRyHnddQ	44	5	1	0
3K0hjVT48yQ	31	5	1	0
6uiHE04R4Hk	47	0	0	0
iFayJBm6gvY	162	4	2	2
XrcErovAHFE	363	5	1	2
7B2fDNa9SC8	203	4	2	1
4prrtvKRgk0	270	5	2	1
hqaFfm3nBLI	358	5	2	6
gjbXAPJ5OvQ	5691	4.38	40	87
0kpPyamX85Q	155	4.5	8	8
voGVJWbUtt4	146	0	0	0
wyEI6B_iRaE	1042	5	4	0
0NyNRkRJNx0	201	5	6	6
wPuUi_fJc0U	171	4.14	7	8
9OtdvmsnKFw	165	5	7	6
eQ877b8M7ZQ	2992	5	3	0
sddBbNHtcQ8	2685	5	4	0
DRocqzYKc5k	2629	0	0	0
xKnOZkXHk2g	2589	5	2	0
iQkSZU3_hWU	11006	4.81	58	76
NWrlGagLC3w	2824	4	10	4
k289jYQl6ME
NyKblnV_XYc
t5-IOXKrF7g
bKU5ZBNZ88A	1486	4.83	6	5
u5AKP-bEaDY	1884	4	6	7
cbL28b6l1aY	8089	4.67	15	27
9ph2WsPxP28	7140	5	11	19
KoyOJFLpqtw	1955	4.5	8	0
R_CjldvAi6U
wheZrYeI5ms	1342	3.86	14	17
Bu4hg7yPtCU	889	5	1	4
bx3IKLKcjnQ	157	4.83	6	8
FgEGnbKzV4w	19	0	0	0
BXWCbGzATlA	819	4	8	6
G3o7DGURha8	53	5	4	4
syDlWD-mjDc	13	5	1	0
7nzA6O2plvU	17	5	1	0
JwSg9JUqo2g	2024	4.83	24	4
IBbgTzGggDo	193	4.57	23	10
8olxxHtyAmQ	39	5	3	6
en9-DOTBc2Q	653	5	5	1
spM78mTyBes	50	5	1	3
9YjKnXy5GcE	157	5	4	0
R2XSHj9vb5E	127	0	0	2
H_s7eKUwt9k	253	4.67	3	0
nFdj-QvADfw	130	0	0	0
tY9-Rq3FSlU	430	4.5	2	7
VeaZg9yKO38	477	4.38	8	5
dhR8iZ3QP6o	319	5	4	4
L_mkCuGKYyY	11542	4.96	45	23
XCbaQdhxasA	5644	4.79	71	27
cxr416AssEw	1577	5	5	4
wKnqfL7v5_k	1536	5	8	10
_dNLPeOIDZs	1497	5	2	13
b7iF--k70MI	8966	4.71	24	10
hIRgvCZ6__M	19785	4.76	46	40
h783vm_2iCc	14101	4.76	17	26
kwFv-8xxjjs	13885	1.71	97	14
A7DpsFD19ZM	9283	4.64	22	15
MlqujWHVgs8	1524	3.75	4	1
IIsWkXN2zKk	579	5	2	0
4yUFZJgEEyo	12827	4.59	22	42
dsCEmPhl8Kw	36460	4.83	218	65
CnPxC8HrsCY	30104	4.91	156	58
lxfy_Nu-FCY	10734	4.39	44	8
BoiD3JNeFpY	15628	4.86	69	23
BBjY1_rYvww	12028	4.96	47	12
-yvTcb5qGJ0	24405	4.83	214	84
-hNgL7yTYWE	20460	4.95	150	45
IV8zI81IAhA	16864	4.91	123	87
87YG42msC_0	6615	4.86	21	2
KWC1oq4NqVw	1487	2.6	10	9
d6inP1pJVNc	939	2	8	5
b--pR4OjWMw	667	4.33	6	1
szuqXvzhEac	2812	4	37	27
qC6rXpBXQfs	6463	3.55	38	59
chkgwRlzPJ0	1436	4.43	7	12
3PICBjGSl4Y	533	5	4	1
_vU9kFZnwEU	821	4.6	5	2
3KFHAjBTUoQ	604	4.2	5	2
-b0AnQExABg	321	4.2	5	2
EP4OXdLL6uA	253	5	4	1
BzkPerEPy3A	1184	4.26	19	31
NjaPirzR_84	144	4.75	4	1
U624Vc_EQUQ	1629	2.73	15	12
4qyk_o0Muus	239	5	5	2
g2t6El3mpwg	682	3	2	5
RcG3kLIZCtE	1336	2	4	13
vOGKBcbzQIQ	684	3.69	13	15
opZoSFX9bFY	2707	2.33	15	19
AVm2euJsV0U	750	4	7	15
OZBDD7WdN2Q	1101	4.3	10	2
Fo_wyKwiWsQ
S0nzN2lkVIU	117	5	2	0
wL1lqpgf8r8
hEWAIcf2t7I	325	5	3	0
xaeGAH3d2wY	253	4.5	2	0
Meo432GdD9s	1224	5	9	1
68IcasG_CDA	983	3	2	0
lZzMRW8oKjE	7488	4.88	24	16
g0Xk89N0w6g	170	0	0	0
TxoFr8f_24U	166	4	2	1
GnisSsUqpho	207	2.33	3	1
9yeBlbVy5is	77	4	1	0
kEvbE1IBswY	202	3.33	3	6
JVCJMLqpmxg	31	0	0	0
zmyKhkvQ6ms	2817	1.7	33	12
5r6MIqhLON8	244	0	0	0
q-L3PeN2Dxc	84	5	2	0
_wga5mp6Ai0	73	5	2	1
8e8kzmux6JI	51	5	2	0
8JVmL0SiBjo	106	3	2	1
Tcfg5BoUj9E	11454	5	6	0
FXsl5cPb5ms
00ZsAvqrys8
SbzUHn_htY8
xx8fC-wk7ME	4685	4.92	12	1
hjX1uBfZ_B8	4547	5	8	0
zYpvRqJAP4o	3851	5	5	0
YxIY9EqqqH4	3235	5	8	1
UQrXho8zkPc	3866	5	3	0
71WreikhehA	217	0	0	0
l3rI1nDMVl8	755	0	0	0
IoyglACi5lA	281	5	2	2
7vBqp0YRD6I	1930	0	0	5
3qFNL-XALRc	711	4.33	6	3
Ci7zwaU_Wm0	332	4.25	4	6
1BiKjymqnpk	87	0	0	0
gkO33qLFGyU	25	0	0	0
GhV3RuFZEm8	47	5	1	0
dqu5QrbrGVs	696	5	1	4
HmhwFOXjhoI	172	0	0	0
XeKB3vdQv-Q	350	5	2	3
MJjsq2WsHk4	32	5	1	0
7o6OS4NcUqE	284	5	1	0
OuF2DQtGOmY	53	5	1	1
tjQv8rwJkyY
v-MiNGF4A8Q	257	5	3	2
VGbo46wjZ-w	316	5	4	1
zrwb0z8XTF4	861	3.86	7	0
_SgGscAeUjQ	1544	3.5	4	1
cRs2vIItqNg	1455	4.75	4	2
3ZoTrC6TSTw	3847	4.29	14	0
m3WuPNddB3c	2441	4.6	10	5
E-BVLM6t3-0	671	5	2	2
Yt78MkD61o4	368	5	1	0
YmeLrmSKxw4	1159	5	2	4
IICcIhYz66o	1234	4	2	0
B2uLOjURTxU	4052	4.24	17	16
itiWoIIsRyI	26033	4.58	64	29
09qYmfglK_o	11458	4.87	30	23
FEx_fdcu2xU	1175	5	7	3
poaxXpjyj5I	396	0	0	1
RvRItuir0JE	1659	4.67	3	5
OqHerrF0ulI	54821	4.48	102	53
LaBpJpbC7nw	3386	5	14	4
q4V8ZDyjv9U	17724	4.87	39	18
xq5LR2q4HdU	618	5	2	2
lIVrU98zopE	2940	5	6	2
vkM-XQ8IBpI	557	5	1	2
Lx8rOt_z1lg	1748	4.83	6	4
0tUpPQHgLBY	708	5	1	0
ONXAGn8bTfE	2062	4.2	5	2
zJou6FC4vwk	243	0	0	0
mWpvsWHaJ_M	295	5	1	0
bwwhxeGBZCY	8362	4.68	25	16
TZHPZ1_cH30	6355	5	7	5
4TrEl5MOhTc	3475	4.38	13	5
bhVvC3zuvSY	170	5	2	0
YFTVD8BOI48	313	0	0	0
4YgUJFRSgxQ
AkGX-J7cPR4	1250	5	3	0
QZRenry87BI	928	4	2	0
HTlx22A9mtU	725	2.25	4	0
7AFYLMNvX1M	1495	4.25	12	6
298rXF_7udM	21445	4.81	37	21
IzLZnUemEPI
fCmnI_guvy4	1303	4.43	7	3
zx4vLMaQiOQ
FN3XdsFvtFo	1319	4.88	8	5
-R0FDSNeG1o	1081	4.89	9	6
rYwZPNmG0dQ	3789	5	9	0
-e7vDlKQjns	1049	5	1	0
_uGZAcoez-E	2420	4.17	6	9
MRwTOCu3-9s
w337hbugAoE	5470	4.94	16	19
i4abMGuTbR8
tfrpgJLZF-Q	22215	4.7	20	8
VRsfbjXwzhg	14990	4.46	26	13
K1DKG4l2rrI
tzFaU1MTto8	1692	4.8	5	2
REwZCv3Grdc	17005	4.58	26	32
7mejXZeg8s4	6721	4.5	16	9
5OU3a8jDNQU	10960	5	14	12
9JuQIBBpaRg
vC7zd1MOb7c
8ursL3sqw6k	3505	5	4	1
HX5t79q8JlI	25968	4.76	68	48
xJ-xktjJlNE	2647	5	6	5
34_Fg-kssOU	1491	4.89	9	6
F7S3JyJKDec	6696	4.38	13	7
CN87GINdGi8	347	5	3	0
aP29zZM-N1s	6004	4.85	26	15
xNCh7dXtzjg
ArctzuDfi7Y	115	4	3	1
iSj6J7T3jTM	1439	4.79	33	14
Bf1hbsPZqQw	180	4.2	5	4
RKNqVGE5BxQ	3991	1.64	22	17
K9BGGrlhjks	2382	4.79	28	34
UAxKQydXM1M	60	0	0	0
SqFIU5nYmtM	385	4.92	12	9
M1rReXa8dlY	5587	3.67	3	5
tJNDkcSJfwE	1750	4	2	0
MSz1zVcUa8g	2700	4	2	0
R7cEyDAu3a8	1839	3.88	8	2
r-oYAl17k2k	8158	4.62	16	1
Twl8v6fJyws	3989	4.75	8	2
zDo6NwY0DNM	2831	5	9	2
OVuNK881PSo	2370	5	4	0
6O-wfdC2ge8	1926	4.5	4	0
ZLvrb4Xb6l0	2233	5	1	2
k6QgG1NlyBc	884	5	1	1
riTqXEosN-s	1915	4	1	1
EYjMaiskchg	1812	4.33	3	1
gs5RCYGGk0M	1411	3	2	0
KwCOBD0zEE0	1452	5	1	0
dxnA6b6Mq8s	1204	4.75	4	0
3rd_FIs_Tls	1342	5	3	0
3_AHUoFc2oU	927	5	1	0
YXnkOibmMi0	454	2	1	1
LLVOS24AsHY	117	5	1	0
1Fm2yWjNMvE	1822	5	5	2
3fcTzEb10dA	7364	4.48	21	1
lLMac5BzvWs	8004	4.9	10	5
oao7neGdwN4	441	4.5	2	1
nMrPy0nsnpI	519	5	1	1
oDxcLUzBL30	535	5	2	1
o_Wy1ZNjIgw
o2de1z9B4Co
Vcu-0pnQAyU
ahqgY2XAtKs	114	4	2	3
EdDAqrNdjBE
Gqaazsr4K2A
yroD_ejRzpc	3	0	0	0
e6e4h7D2DuE	11426	4.32	19	12
iRkBvbnDrZA	3424	4.43	7	1
oWOjxQm1hbA	1905	4.8	5	1
0WEE3nbiPf8	1827	5	3	0
Hymg_HnF-OU	2936	4.33	6	2
v5--tRpTKlc	1297	5	6	5
xosfqrQaswE	4324	5	6	8
yKVV_OU4wYE	9581	4.56	18	8
mH7ijriAz8I	3240	5	6	2
V1ddlN8IXU4	3234	5	1	0
zTvAfOCSmrM	2110	2.89	9	1
L72U3LVdjT8	3727	2.09	11	12
Sy7YY4GrfP8	1187	4.43	7	6
y7jiTzMm3KI	58	0	0	0
SpJ9QiB5O-4	926	4.75	4	8
smxlsqVYKA4
MwF2ug44Vwk	5303	3.5	6	2
_966CAKq2mc	3244	2.14	7	3
HkBWQzuu6XA	113273	4.86	427	181
goT6HDlgx4M	1136	5	3	1
HvWb3OcP7II	3395	5	14	3
9hjw56DZ_IY
Mq-xj5LxgJg	1280	5	1	1
f-BNFJDWOdo	455	5	3	3
2QH5Y-CRfZA	4262	4.46	13	1
K4QgbDUUpt0	316	0	0	0
NPaRoVypgOU	247	4.5	4	3
4K7TQTdXSkY	255	0	0	0
3yxpbH8jfdc	1156	5	2	1
RXJgkZ0WSis	252	4.8	10	6
-2z2Pl5HDr8	357	5	6	0
hJLAj7XHoEc	191	5	5	0
9H5XCI4EtKg	105	0	0	0
pVIva0SlUBw	7778	4.63	30	19
7PIu3teJoR4	11184	4.86	59	22
q0QfH6LakkA	9334	4.28	25	10
Q-q_mLnvEWA	477	4.5	2	2
k80RIjcKcrE	83	4	1	0
lpkqP9V3Rpc	76	0	0	1
Hmw2choaQos	102	4	4	0
mDirv3b_2h4	50292	4.77	81	122
MhO5OkmRmX8	28631	4.64	58	66
zjFXIlvEo78	12269	4.96	24	21
Nx300vspK3o	11525	4.95	22	34
dYRPYrHfyHA	7291	4.78	9	6
OuP7A-BKq7I	9154	4.83	12	8
fgJlFdXl7XQ	7702	5	4	5
kQoCTzKBOnU	8739	4.33	9	10
4a69fC32H5Y	2488	0	0	0
Cav2wd1mqWQ	27181	4.23	26	95
xqaKjClSqPk	20503	4.15	20	38
B_dpBO8mTxM	24249	3.33	24	35
Hf2s0zoEbsc	13426	3.7	20	43
vtaQ-KzcOeA	2275	5	1	3
VlU0hhsx_x0	3811	4	4	0
E_9s7IUPJ-k	5572	4.5	18	12
WCOUPKnzees	2560	4.33	12	4
l5jqf5bYO3E	11758	5	4	30
pSPMTqYpPik	2062	3	2	3
vCXJZU7I6Vc	8868	5	24	15
7OkTeqdKoTA	8049	5	22	24
Xdm_mydFCzQ	6539	4.95	21	18
8lOvSx00D3s	8236	4.78	9	21
DiHxMBQFXlk	19926	4.71	28	85
0nr3RiWZr7w	17936	4.67	159	121
xsHmA_xfimM	16396	4.66	177	103
sGEn0FXZcsI	14571	4.65	142	50
xA4-Y8wEhn0	4820	5	2	18
MH1DxQqyrlE	4740	4.68	19	5
4jIADJPqYuE	6106	4.84	31	5
_lwtnR7yS9w	1581	5	1	1
xivs7BFlPsA	2813	5	14	5
Kz2m9WrOYwY	446	5	1	1
GAebKvHGUZY	365	0	0	0
rpaMw1D2Kl0	2498	3.17	18	20
EQMACp86lsQ	8065	4.78	27	14
lSIn3XgKqjc
LkA0U_aDK-4	981	5	2	2
p3uu8Dew9Q4	25245	4.13	31	19
nL8K3Lfn6zc	1430	2.62	8	1
S3qBFMt4C-U	852	4	4	1
fU0KB0JAnys	472	5	1	5
It_Y1EEWCeE	632	3.67	6	0
C_JctbvHehk
jNBOmtrzrSg	251	3.5	2	0
jpuHwKgn3e8	209	2	1	0
rPeHPI0X0AU	1832	3	5	0
UDYQI_kdlls
3vbFxZH9CIw
fvmghHqo9W0	58993	4.66	149	4
SBKm3pUc1k8	224719	4.59	367	11
l3FFnN5z-UY	29381	4.67	45	0
FiEBmjZ3kS8	125033	4.47	187	9
HK7EGMEGrXo	70325	4.48	87	2
HfAWxbCej04	113682	4.46	72	2
oGDtkBjtEi0	46284	4.46	69	3
OFa5FB-qrt4	74626	4.59	188	14
dlxGEFv0dYI	74686	4.71	156	4
elvWya4fTC0	22882	4.45	31	0
8xjgiDrpnwo	81844	4.7	191	6
KX-6K0E4oi8	114350	4.16	180	8
wdnTy36-_Ks	39956	4.49	59	2
O-2IB4lA5rA	27321	4.67	43	3
3734zhoSHUw	34649	4.58	60	0
29Tq9_KiC6c	23188	4.47	51	3
